popularity;acousticness;danceability;duration_ms;energy;instrumentalness;key;liveness;loudness;mode;speechiness;valence;music_genre
61;0.000715;0.475;-1;0.775999999999999;0;3;0.597;-4.745;1;0.039;0.561;Hip-Hop
57;0.352;0.511;276160;0.734;0;8;0.196;-6.025;0;0.239;0.377;Hip-Hop
49;0.0958;0.857;259416;0.508;0.0087099999999999;9;0.129;-8.427;1;0.288;0.296;Hip-Hop
51;0.0438;0.73;-1;0.596;0;4;0.138;-6.284;0;0.0566;0.125;Hip-Hop
63;0.00436;0.548999999999999;84558;0.497;0;11;0.0698;-8.645;0;0.22;0.113;Hip-Hop
56;0.113;0.83;198640;0.655;0.0003779999999999;9;0.157;-9.948;1;0.278;0.521;Hip-Hop
49;0.514;0.652;162795;0.37;0.00000644;11;0.111999999999999;-9.346;0;0.25;0.337999999999999;Hip-Hop
65;0.0027;0.790999999999999;201149;0.429;0;10;0.231999999999999;-5.604;1;0.0775;0.0951;Hip-Hop
66;0.00151;0.753;-1;0.616;0.0000071;5;0.291;-7.34;1;0.165;0.287;Hip-Hop
51;0.0383;0.843;231293;0.564;0;7;0.39;-6.004;0;0.242;0.565;Hip-Hop
55;0.45;0.311;94987;0.735;0.0138;4;0.688;-6.164;1;0.246;0.442999999999999;Hip-Hop
52;0.624;0.814;230973;0.494;0;10;0.0888;-7.167;1;0.0846;0.607;Hip-Hop
48;0.0245;0.713;253333;0.697;0;11;0.181;-5.321;0;0.347;0.509;Hip-Hop
72;0.0835;0.911;297933;0.743;0;0;0.106;-5.005;0;0.218999999999999;0.878;Hip-Hop
75;0.0427;0.664;207071;0.664;0.00489;9;0.104;-6.104;1;0.0393;0.19;Hip-Hop
49;0.138;0.638;190653;0.849;0;9;0.0491;-3.762;1;0.426;0.502;Hip-Hop
57;0.0887;0.699;222951;0.7;0;8;0.0771;-6.50799999999999;1;0.212;0.534;Hip-Hop
74;0.147;0.677999999999999;-1;0.648;0;5;0.182;-5.892;1;0.445;0.635;Hip-Hop
57;0.276;0.515;319907;0.787;0;6;0.265;-6.63299999999999;1;0.451;0.43;Hip-Hop
51;0.0062299999999999;0.889;205532;0.670999999999999;0.00000191;0;0.132;-7.111;1;0.0934;0.439;Hip-Hop
51;0.0693;0.827;208379;0.749;0;0;0.105;-4.464;1;0.0487;0.777;Hip-Hop
57;0.252;0.719;261387;0.858;0;1;0.628;-1.366;0;0.25;0.616;Hip-Hop
49;0.045;0.57;194747;0.476;0;1;0.115999999999999;-8.032;1;0.405;0.141;Hip-Hop
52;0.0943;0.846;234328;0.670999999999999;0;2;0.113;-4.551;1;0.311;0.226999999999999;Hip-Hop
52;0.288;0.649;202067;0.672999999999999;0.000971;10;0.2;-5.789;1;0.141;0.719;Hip-Hop
62;0.356;0.594;220493;0.785;0.0000218;8;0.139;-7.598;0;0.461;0.426;Hip-Hop
48;0.174;0.685999999999999;258769;0.713;0;3;0.233999999999999;-4.284;1;0.294;0.481;Hip-Hop
59;0.00268;0.597;199520;0.724;0;5;0.111;-7.76399999999999;1;0.0487;0.325;Hip-Hop
54;0.19;0.838;187153;0.736;0.000312;6;0.114;-7.541;0;0.0521;0.524;Hip-Hop
58;0.0598;0.44;200560;0.785;0;4;0.216;-3.897;0;0.12;0.223999999999999;Hip-Hop
66;0.239;0.701;-1;0.856;0;2;0.106;-5.465;1;0.218999999999999;0.563;Hip-Hop
81;0.075;0.696;216409;0.817;0;4;0.187;-3.862;1;0.109;0.782;Hip-Hop
64;0.00308;0.812;226440;0.6;0.00000838;9;0.173;-9.414;1;0.254;0.555;Hip-Hop
67;0.0579999999999999;0.508;296147;0.809;0;2;0.608;-3.454;0;0.292;0.489;Hip-Hop
67;0.102;0.535;212815;0.794;0.0000152;3;0.144;-4.933;1;0.161;0.799;Hip-Hop
49;0.212;0.98;94159;0.397;0.00165;4;0.11;-7.31;1;0.351;0.457;Hip-Hop
60;0.191;0.746;276000;0.615;0;6;0.0861;-7.124;0;0.0345;0.512;Hip-Hop
55;0.0517;0.898;194299;0.885999999999999;0;4;0.0771;-5.972;1;0.363;0.687;Hip-Hop
72;0.024;0.715;-1;0.561;0;4;0.0769;-7.605;1;0.0721;0.297;Hip-Hop
60;0.00114;0.402999999999999;272562;0.696;0.265;1;0.0722;-5.956;0;0.236;0.0696;Hip-Hop
53;0.0167;0.44;329131;0.76;0.00000284;2;0.127;-5.872;0;0.359;0.0976;Hip-Hop
58;0.0246;0.824;177872;0.747;0;10;0.116999999999999;-4.59399999999999;0;0.373;0.498;Hip-Hop
61;0.00366;0.802;118360;0.738;0;3;0.223;-5.287;0;0.166999999999999;0.484;Hip-Hop
48;0.337999999999999;0.758;228000;0.733;0;3;0.268;-5.74299999999999;0;0.126;0.426;Hip-Hop
56;0.00631;0.914;190440;0.698;0.000295;0;0.0575;-8.619;1;0.0541;0.613;Hip-Hop
57;0.12;0.875999999999999;198716;0.657999999999999;0;8;0.107;-3.119;0;0.106;0.407;Hip-Hop
52;0.481;0.596;151050;0.563;0;8;0.14;-9.547;1;0.354;0.586;Hip-Hop
54;0.267;0.810999999999999;208200;0.717;0;5;0.128;-4.293;1;0.0511;0.802;Hip-Hop
61;0.0705;0.949;248680;0.645999999999999;0.0000114;7;0.213;-3.728;0;0.0484;0.927;Hip-Hop
67;0.0395;0.755;170440;0.96;0.0000243;6;0.332;-3.189;0;0.123;0.660999999999999;Hip-Hop
52;0.0242;0.846;275875;0.546;0.00000178;3;0.106;-5.624;1;0.107;0.599;Hip-Hop
63;0.0155;0.551;274333;0.81;0;2;0.168999999999999;-4.365;1;0.0344;0.332;Hip-Hop
69;0.0206;0.8;128418;0.505;0.0000205;3;0.198;-6.54;1;0.115;0.179;Hip-Hop
67;0.114;0.879;213227;0.73;0;2;0.241;-4.369;0;0.163999999999999;0.885;Hip-Hop
61;0.587;0.726;-1;0.824;0.00000111;3;0.113;-5.011;0;0.347;0.384;Hip-Hop
69;0.306;0.449;224893;0.434;0.00000276;4;0.633;-11.777;1;0.243;0.371;Hip-Hop
52;0.00178;0.915;179280;0.556;0;8;0.125;-5.159;0;0.325;0.123;Hip-Hop
49;0.00262;0.748;275307;0.733;0;6;0.252;-5.931;0;0.0406;0.263;Hip-Hop
62;0.0234;0.722;244975;0.598;0.0000164;8;0.121;-6.755;1;0.162;0.569;Hip-Hop
55;0.272;0.532999999999999;-1;0.724;0.00000628;9;0.118;-8.954;0;0.31;0.505;Hip-Hop
56;0.143;0.765999999999999;190467;0.855;0;4;0.108;-6.37;0;0.154;0.226999999999999;Hip-Hop
67;0.363;0.708;182267;0.612;0;8;0.204;-8.939;0;0.302;0.341;Hip-Hop
48;0.00707;0.814;292120;0.809;0;8;0.0724;-6.311;1;0.0716;0.531;Hip-Hop
65;0.3;0.617;161827;0.685999999999999;0.0000136;5;0.105;-9.858;1;0.245;0.544;Hip-Hop
61;0.619;0.585;-1;0.755999999999999;0;10;0.132;-4.19;1;0.425;0.838;Hip-Hop
76;0.0209;0.561;145558;0.782;0;3;0.315;-5.863;1;0.04;0.486;Hip-Hop
46;0.0726;0.640999999999999;187455;0.737;0;1;0.12;-6.09399999999999;0;0.14;0.585;Hip-Hop
55;0.0103;0.669;265707;0.576;0;3;0.04;-6.475;1;0.184;0.456;Hip-Hop
61;0.0716;0.784;140182;0.94;0.000171;0;0.133;-7.327;0;0.054;0.979;Hip-Hop
58;0.0765;0.382;293307;0.522;0.0002189999999999;7;0.108;-7.82299999999999;0;0.0858;0.037;Hip-Hop
51;0.772;0.648;186263;0.547;0;8;0.0792;-9.921;0;0.342;0.57;Hip-Hop
48;0.523;0.802999999999999;-1;0.647;0.0196;5;0.100999999999999;-7.54899999999999;1;0.295;0.217;Hip-Hop
52;0.000924;0.948;259333;0.863;0;4;0.0565;-4.361;0;0.17;0.872;Hip-Hop
76;0.214;0.697;239293;0.691;0;5;0.185;-4.757;1;0.146;0.305;Hip-Hop
65;0.211;0.795999999999999;185307;0.541;0.0000131;8;0.0981;-7.352;1;0.0742;0.355;Hip-Hop
59;0.619;0.545;205500;0.573;0.0040799999999999;7;0.104;-6.007;1;0.246;0.344;Hip-Hop
48;0.68;0.467999999999999;173867;0.637;0.000222;2;0.119;-8.384;1;0.27;0.633;Hip-Hop
64;0.0702;0.831;275560;0.62;0.000779;7;0.111;-6.236;0;0.0452;0.396;Hip-Hop
55;0.0174;0.721;-1;0.863;0;5;0.178;-4.226;1;0.0558;0.35;Hip-Hop
54;0.0668;0.672999999999999;265000;0.642;0;4;0.161;-9.367;1;0.042;0.201999999999999;Hip-Hop
67;0.0786;0.665;275253;0.535;0.0000168;6;0.154;-7.056;0;0.0572;0.37;Hip-Hop
62;0.184;0.93;199296;0.65;0.0000492;3;0.198;-6.896;1;0.259;0.402999999999999;Hip-Hop
54;0.21;0.79;316933;0.608;0;4;0.0549;-6.9;1;0.275;0.568;Hip-Hop
63;0.136999999999999;0.655;140133;0.869;0.0000236;4;0.312;-4.34399999999999;0;0.212;0.0815;Hip-Hop
66;0.64;0.639;259227;0.332;0;7;0.0518;-11.482;1;0.377999999999999;0.866;Hip-Hop
54;0.163;0.913;250947;0.632;0.00000262;3;0.208;-5.07;1;0.385;0.344;Hip-Hop
67;0.0544;0.604;361280;0.436;0.000242;5;0.162;-8.32;1;0.188;0.239;Hip-Hop
50;0.00406;0.627;206651;0.857;0;8;0.854;-4.267;0;0.289;0.672999999999999;Hip-Hop
55;0.672999999999999;0.667999999999999;-1;0.392999999999999;0.289;7;0.108;-12.909;1;0.281;0.449;Hip-Hop
67;0.196;0.571;221200;0.645999999999999;0.0000667;6;0.0637;-6.286;0;0.0487;0.0725;Hip-Hop
63;0.403999999999999;0.552999999999999;251547;0.637;0;1;0.0911;-3.912;0;0.367;0.667;Hip-Hop
67;0.179;0.669;253067;0.829;0;4;0.241;-3.801;1;0.49;0.61;Hip-Hop
48;0.0196;0.77;265093;0.704;0;6;0.237;-7.723;0;0.195;0.208;Hip-Hop
58;0.387;0.743;235703;0.5;0;11;0.123;-7.104;0;0.133;0.39;Hip-Hop
60;0.145;0.743;219360;0.467;0.00000115;3;0.0891;-10.354;0;0.401;0.19;Hip-Hop
61;0.0233;0.893;118000;0.670999999999999;0.00000104;1;0.121;-6.964;0;0.253;0.319;Hip-Hop
58;0.476;0.546;-1;0.53;0;4;0.0955;-9.059;1;0.211;0.226999999999999;Hip-Hop
49;0.0398;0.865;-1;0.447999999999999;0;1;0.211;-8.457;0;0.496;0.47;Hip-Hop
52;0.0358;0.800999999999999;184058;0.649;0.00000579;2;0.203;-7.29;0;0.11;0.624;Hip-Hop
52;0.000234;0.71;185560;0.799;0;3;0.527;-4.876;1;0.121;0.423;Hip-Hop
55;0.18;0.672999999999999;-1;0.757;0;10;0.039;-5.087;1;0.222;0.640999999999999;Hip-Hop
51;0.0255;0.907;207507;0.837;0;4;0.255;-5.013;1;0.215;0.649;Hip-Hop
53;0.0691;0.858;-1;0.348;0;1;0.0938;-11.152;1;0.238;0.109;Hip-Hop
47;0.000953;0.892;282733;0.437;0.00849;5;0.183;-6.752;1;0.0849;0.147;Hip-Hop
58;0.186;0.752;212147;0.754;0;0;0.11;-5.061;1;0.133;0.353;Hip-Hop
51;0.016;0.829;188387;0.544;0;3;0.135;-7.71299999999999;0;0.257;0.495;Hip-Hop
70;0.0217;0.739;-1;0.872;0;2;0.26;-4.059;0;0.332999999999999;0.684;Hip-Hop
59;0.018;0.819;250907;0.799;0;8;0.104;-7.769;0;0.264;0.664;Hip-Hop
55;0.0517;0.573;-1;0.738;0.0000792999999999999;7;0.12;-5.855;0;0.283;0.565;Hip-Hop
61;0.0543;0.856;164773;0.158;0.0000536;10;0.0842;-18.178;1;0.441;0.28;Hip-Hop
56;0.0004599999999999;0.65;199267;0.624;0.000056;5;0.364;-4.953;1;0.0387;0.0921;Hip-Hop
55;0.374;0.926;213120;0.354;0;1;0.49;-10.773;1;0.511;0.561;Hip-Hop
68;0.0151;0.888;161758;0.665;0;7;0.218999999999999;-7.055;0;0.093;0.568;Hip-Hop
62;0.0178;0.852;207391;0.764;0;10;0.336;-4.283;0;0.0631;0.266;Hip-Hop
53;0.422;0.844;207433;0.606;0;7;0.124;-7.877;0;0.121;0.286;Hip-Hop
60;0.0563;0.755999999999999;137187;0.779;0;7;0.0787;-5.068;1;0.397;0.465;Hip-Hop
49;0.119;0.779;169819;0.819;0;7;0.113;-3.974;0;0.206;0.589;Hip-Hop
60;0.149;0.775;260053;0.652;0;10;0.0983;-6.31;0;0.119;0.879;Hip-Hop
52;0.0391;0.861;147796;0.73;0;7;0.161;-4.488;0;0.0772;0.214;Hip-Hop
68;0.685;0.637;135480;0.615;0.00000851;0;0.462;-5.395;1;0.166999999999999;0.517;Hip-Hop
53;0.396;0.875;172173;0.332;0.0000013;4;0.0884;-10.797;1;0.458999999999999;0.38;Hip-Hop
56;0.0698;0.441;180480;0.596;0.00000148;9;0.16;-7.012;1;0.111;0.138;Hip-Hop
56;0.103;0.62;286187;0.854;0;8;0.402;-5.57799999999999;1;0.628;0.670999999999999;Hip-Hop
64;0.0597;0.813;195987;0.732;0.00137;9;0.0826;-5.636;1;0.03;0.731;Hip-Hop
59;0.0808;0.739;287851;0.616;0;10;0.0759;-7.246;1;0.0621;0.341;Hip-Hop
50;0.0139;0.810999999999999;-1;0.57;0.0000636;9;0.271;-8.763;1;0.233;0.283;Hip-Hop
55;0.0149;0.906;222656;0.447999999999999;0.0821;0;0.0582;-10.947;0;0.0679;0.675999999999999;Hip-Hop
56;0.146;0.714;260156;0.919;0;2;0.174;-3.411;1;0.38;0.670999999999999;Hip-Hop
64;0.00117;0.616;234693;0.862;0;9;0.179;-5.18;0;0.0973;0.569;Hip-Hop
78;0.371;0.557999999999999;-1;0.558999999999999;0.00000749;8;0.109;-9.222;1;0.0959;0.62;Hip-Hop
64;0.276999999999999;0.75;263507;0.391;0.00000599;10;0.0759;-7.087;0;0.0831;0.711;Hip-Hop
52;0.0189;0.746;122723;0.569;0.00000948;9;0.0966;-6.477;0;0.0665;0.581;Hip-Hop
50;0.374;0.592;180874;0.636;0;8;0.119;-8.368;0;0.318;0.163;Hip-Hop
67;0.0294;0.918;230693;0.734;0.0000079;2;0.191;-2.832;0;0.268999999999999;0.608;Hip-Hop
61;0.509;0.758;188703;0.526;0.0004669999999999;7;0.0913;-10.81;0;0.255;0.312;Hip-Hop
65;0.106;0.707;190549;0.741;0;3;0.0708;-4.822;1;0.107;0.689;Hip-Hop
48;0.0113;0.71;-1;0.587;0.00000462;2;0.44;-8.939;1;0.276999999999999;0.84;Hip-Hop
60;0.0558;0.847;255987;0.873;0.00000321;10;0.325;-4.805;0;0.0804;0.966;Hip-Hop
58;0.252;0.782;270867;0.76;0;4;0.102;-5.705;1;0.127;0.161;Hip-Hop
56;0.0865;0.674;275427;0.888;0;4;0.472;-5.249;1;0.356;0.685999999999999;Hip-Hop
60;0.0602;0.465;171723;0.744;0;5;0.108;-6.191;1;0.385;0.284;Hip-Hop
58;0.163;0.795;149200;0.547999999999999;0;11;0.0838;-8.072;1;0.198999999999999;0.725;Hip-Hop
56;0.00719;0.644;150000;0.48;0;1;0.284;-6.619;0;0.182;0.0744;Hip-Hop
60;0.0315;0.9;173683;0.488;0;7;0.100999999999999;-6.371;0;0.273999999999999;0.679;Hip-Hop
54;0.0585;0.452999999999999;257320;0.831;0;9;0.0901;-1.565;0;0.116999999999999;0.318;Hip-Hop
48;0.0055;0.597;197358;0.652;0;8;0.218;-10.106;0;0.476;0.445;Hip-Hop
65;0.119;0.792999999999999;209663;0.789;0;6;0.0632;-3.962;1;0.0626;0.606;Hip-Hop
73;0.0421;0.531;237800;0.752;0;4;0.12;-6.161;1;0.0305;0.103;Hip-Hop
50;0.0579999999999999;0.909;104276;0.513;0;1;0.377;-5.455;0;0.321;0.55;Hip-Hop
52;0.0787;0.835;260136;0.623;0;4;0.0854;-6.142;0;0.362;0.249;Hip-Hop
68;0.000177;0.644;240307;0.660999999999999;0.00000514;2;0.108;-6.093;1;0.0418;0.272;Hip-Hop
60;0.0847;0.819;236773;0.535;0;1;0.216;-7.082;0;0.276999999999999;0.69;Hip-Hop
38;0.00713;0.507;-1;0.883;0;0;0.536;-5.549;1;0.182;0.598;Hip-Hop
61;0.0333;0.712;288867;0.674;0.00000187;0;0.0916;-8.18799999999999;1;0.193999999999999;0.328999999999999;Hip-Hop
56;0.287;0.84;306200;0.739;0;6;0.342;-4.885;0;0.272;0.812;Hip-Hop
57;0.0507;0.897;145987;0.293;0.0000391;4;0.1;-8.771;1;0.171;0.204;Hip-Hop
60;0.231999999999999;0.688;229977;0.422;0;2;0.434;-12.0159999999999;0;0.574;0.68;Hip-Hop
50;0.0623;0.785999999999999;156687;0.622;0;1;0.369;-8.68799999999999;0;0.364;0.402;Hip-Hop
74;0.00186;0.749;251733;0.605;0.0381;10;0.115;-9.359;0;0.086;0.966;Hip-Hop
72;0.0417;0.667999999999999;278640;0.885999999999999;0;3;0.458999999999999;-3.474;1;0.116999999999999;0.503;Hip-Hop
58;0.114;0.584;228960;0.731;0.0000348;4;0.607;-6.209;1;0.209;0.44;Hip-Hop
59;0.0438;0.847;536507;0.469;0;8;0.0761;-7.791;0;0.294;0.415;Hip-Hop
54;0.0937;0.797999999999999;263980;0.704;0;1;0.308;-4.317;0;0.198999999999999;0.867;Hip-Hop
58;0.435;0.856;193200;0.469;0;2;0.231999999999999;-5.70799999999999;0;0.133;0.75;Hip-Hop
65;0.0303;0.528;199320;0.759;0;8;0.103;-6.476;1;0.284;0.800999999999999;Hip-Hop
74;0.108;0.784;204989;0.760999999999999;0.0000505;1;0.05;-4.253;0;0.0343;0.385;Hip-Hop
52;0.0391;0.494;-1;0.643;0;9;0.657999999999999;-6.211;1;0.294;0.511;Hip-Hop
80;0.0394;0.912;179022;0.587;0.01;9;0.111;-7.395;1;0.0582;0.435;Hip-Hop
56;0.0719;0.706;257333;0.875;0.0313;6;0.327;-6.202;0;0.0566;0.295;Hip-Hop
47;0.2;0.839;242184;0.685;0;2;0.059;-8.051;1;0.344;0.86;Hip-Hop
71;0.0339;0.877;197560;0.534;0.0000173;4;0.0441;-6.18;1;0.151;0.89;Hip-Hop
47;0.018;0.769;119373;0.807;0.898;1;0.226999999999999;-11.584;0;0.0487;0.954;Hip-Hop
47;0.462;0.741;274440;0.561;0;3;0.134;-8.054;1;0.0565;0.12;Hip-Hop
50;0.0311;0.689;227773;0.711;0;10;0.115999999999999;-6.572;1;0.122;0.397999999999999;Hip-Hop
69;0.127;0.843;293053;0.7;0;0;0.875999999999999;-3.249;0;0.26;0.675;Hip-Hop
54;0.155;0.655999999999999;196693;0.741;0.00000431;1;0.123;-6.711;0;0.265;0.301;Hip-Hop
50;0.0836;0.903;147692;0.453999999999999;0;10;0.0962;-14.702;0;0.209;0.425;Hip-Hop
47;0.403999999999999;0.467;157608;0.581;0;8;0.149;-9.768;0;0.456;0.152;Hip-Hop
44;0.00302;0.810999999999999;145455;0.692;0.0183;5;0.0599;-12.808;0;0.128;0.772;Hip-Hop
60;0.176;0.784;-1;0.58;0;3;0.0979;-6.656;1;0.166999999999999;0.337999999999999;Hip-Hop
54;0.0852;0.727;-1;0.645;0.0000124;4;0.405;-5.994;0;0.053;0.281;Hip-Hop
71;0.0588;0.706;248133;0.89;0.00286;4;0.306;-4.444;0;0.0688;0.684;Hip-Hop
58;0.00297;0.802;223240;0.625;0.00156;2;0.175;-8.589;0;0.0567;0.675999999999999;Hip-Hop
65;0.0263;0.712;108679;0.692;0;4;0.24;-5.733;1;0.44;0.576;Hip-Hop
54;0.228;0.727;208160;0.914;0;7;0.187;-3.027;0;0.0784;0.638;Hip-Hop
56;0.327999999999999;0.748;164309;0.529;0;8;0.131;-8.885;0;0.055;0.447999999999999;Hip-Hop
63;0.142;0.357;118067;0.238;0.0859;10;0.55;-16.78;0;0.265;0.494;Hip-Hop
50;0.0754;0.734;261440;0.812;0;0;0.0766;-6.13;0;0.156;0.168;Hip-Hop
52;0.0126;0.750999999999999;200840;0.785999999999999;0;11;0.107;-7.441;0;0.382999999999999;0.679;Hip-Hop
52;0.125;0.586;181028;0.782999999999999;0;9;0.318;-5.872;0;0.0379;0.461;Hip-Hop
63;0.351;0.489;372173;0.878;0;5;0.698;-3.36;1;0.368;0.775;Hip-Hop
52;0.139;0.763;251693;0.750999999999999;0;4;0.243;-7.877;1;0.145;0.556;Hip-Hop
63;0.105;0.757;237613;0.814;0;4;0.185;-5;0;0.0433;0.719;Hip-Hop
56;0.301;0.773;-1;0.598;0;4;0.0993;-4.086;1;0.391;0.774;Hip-Hop
48;0.000604;0.497;198014;0.552;0.00000741;8;0.106;-6.158;1;0.24;0.358;Hip-Hop
48;0.0118;0.743;131396;0.804;0;1;0.0935;-7.652;0;0.3;0.61;Hip-Hop
66;0.289;0.689;85714;0.777;0;10;0.104;-5.465;1;0.289;0.492;Hip-Hop
68;0.123;0.73;173785;0.422;0.00292;7;0.105;-6.211;0;0.0678;0.505;Hip-Hop
58;0.271;0.799;-1;0.76;0;5;0.185;-3.318;1;0.222;0.542999999999999;Hip-Hop
64;0.128;0.858;236947;0.406;0;0;0.375;-9.404;1;0.649;0.596;Hip-Hop
60;0.114;0.655;218293;0.645;0;2;0.0762;-5.592;0;0.0949;0.598;Hip-Hop
75;0.0603;0.687;205733;0.792999999999999;0;5;0.582;-4.254;1;0.166;0.750999999999999;Hip-Hop
51;0.0999;0.633;319893;0.85;0;10;0.107;-4.385;1;0.271;0.191;Hip-Hop
48;0.071;0.884;223067;0.618;0;4;0.0927;-6.682;1;0.221;0.573;Hip-Hop
52;0.0106;0.86;97437;0.62;0.00000552;4;0.104;-6.986;1;0.184;0.177;Hip-Hop
51;0.14;0.427;146853;0.525;0.0000734;0;0.602;-8.035;0;0.205;0.578;Hip-Hop
63;0.0036;0.685;150410;0.53;0;2;0.573;-5.29799999999999;1;0.286;0.55;Hip-Hop
48;0.107;0.873;220533;0.662;0;9;0.308;-8.947;1;0.27;0.255;Hip-Hop
51;0.000469;0.682999999999999;219933;0.769;0.00226;2;0.303;-7.108;0;0.226999999999999;0.475;Hip-Hop
66;0.282;0.847;252267;0.55;0.000266;1;0.113;-9.285;1;0.3;0.529;Hip-Hop
47;0.0967;0.765999999999999;162320;0.428;0.0237;8;0.1;-8.65299999999999;0;0.0485;0.565;Hip-Hop
54;0.074;0.74;278707;0.445;0.000034;4;0.424;-13.222;1;0.397;0.593;Hip-Hop
59;0.0942;0.919;296587;0.677;0;5;0.594;-8.642;1;0.254;0.875;Hip-Hop
54;0.322999999999999;0.402999999999999;258600;0.919;0;3;0.382;-1.925;1;0.28;0.608;Hip-Hop
70;0.54;0.790999999999999;345213;0.557;0;9;0.103;-9.622;0;0.0698;0.284;Hip-Hop
70;0.178;0.839;248013;0.640999999999999;0;11;0.135;-5.837;0;0.284;0.462;Hip-Hop
53;0.00533;0.706;270493;0.747;0;0;0.204;-3.901;0;0.286;0.505;Hip-Hop
55;0.228;0.507;139560;0.985;0.0000331;3;0.19;-2.392;1;0.153;0.393999999999999;Hip-Hop
54;0.107;0.789;-1;0.341;0;9;0.442999999999999;-8.512;1;0.553999999999999;0.792999999999999;Hip-Hop
56;0.245;0.875999999999999;127335;0.807;0;1;0.125;-4.466;0;0.18;0.691;Hip-Hop
68;0.125;0.758;211627;0.815;0.0000306;4;0.181;-3.983;1;0.0598;0.624;Hip-Hop
65;0.16;0.789;325720;0.755;0;5;0.0565;-7.245;1;0.307;0.31;Hip-Hop
61;0.246;0.874;201160;0.790999999999999;0;11;0.0831;-3.643;0;0.0723;0.818;Hip-Hop
61;0.307;0.807;238827;0.702;0;8;0.111;-6.59399999999999;0;0.0748;0.447;Hip-Hop
58;0.246;0.511;315173;0.76;0;7;0.239;-5.078;1;0.295;0.513;Hip-Hop
59;0.0215;0.503;196893;0.494;0.0006389999999999;1;0.109;-6.177;0;0.128;0.134;Hip-Hop
53;0.0645;0.75;244400;0.703;0;1;0.0737;-4.616;0;0.285;0.27;Hip-Hop
68;0.547999999999999;0.838;268667;0.505;0.0012699999999999;4;0.211;-9.354;1;0.382999999999999;0.407;Hip-Hop
60;0.0182;0.715;178853;0.441;0;10;0.119;-8.266;1;0.0584;0.544;Hip-Hop
60;0.0775;0.79;195774;0.677;0;8;0.128;-5.522;0;0.0494;0.366;Hip-Hop
63;0.447;0.735;214805;0.333999999999999;0.00000137;7;0.0956;-11.59;0;0.191;0.594;Hip-Hop
64;0.0959;0.660999999999999;212767;0.790999999999999;0.0000815999999999999;0;0.616;-5.936;0;0.0428;0.357;Hip-Hop
50;0.0152;0.738;120004;0.561;0;6;0.13;-8.488;0;0.379;0.231999999999999;Hip-Hop
57;0.147;0.473;-1;0.534;0;4;0.585;-8.622;1;0.249;0.118;Hip-Hop
52;0.12;0.539;-1;0.699;0.0328;10;0.109;-6.46899999999999;0;0.0768;0.244;Hip-Hop
48;0.0234;0.566;328840;0.789;0;10;0.047;-6.301;0;0.152;0.569;Hip-Hop
69;0.273;0.828;319373;0.685999999999999;0;2;0.524;-5.689;0;0.218;0.617;Hip-Hop
57;0.00712;0.862;114853;0.523;0.00238;5;0.129;-6.851;1;0.377999999999999;0.172;Hip-Hop
55;0.00145;0.826;-1;0.457;0;4;0.14;-10.324;1;0.371;0.53;Hip-Hop
66;0.472;0.709;140527;0.750999999999999;0.00000471;8;0.182;-3.801;1;0.16;0.37;Hip-Hop
73;0.0742;0.795999999999999;-1;0.765999999999999;0;9;0.0827;-5.974;1;0.238;0.557999999999999;Hip-Hop
53;0.484;0.537;216500;0.55;0;9;0.126;-6.122;0;0.0815;0.312;Hip-Hop
56;0.273999999999999;0.785999999999999;211707;0.782999999999999;0;5;0.226;-4.551;1;0.0587;0.96;Hip-Hop
72;0.0909;0.805;227467;0.814;0.00000647;9;0.188;-6.102;1;0.0642;0.509;Hip-Hop
58;0.286;0.555;324533;0.611;0.00106;1;0.273;-9.216;0;0.356;0.411;Hip-Hop
55;0.333999999999999;0.739;256227;0.489;0.00571;3;0.0943;-6.56;1;0.0335;0.78;Hip-Hop
72;0.375;0.84;155873;0.427;0.0000255;7;0.111;-9.777;0;0.376;0.445;Hip-Hop
54;0.0387;0.785;-1;0.548999999999999;0;2;0.337;-8.339;0;0.13;0.358;Hip-Hop
53;0.312;0.777;153685;0.711;0;3;0.205;-3.902;1;0.136999999999999;0.293;Hip-Hop
58;0.0361;0.86;271053;0.861;0.0000407;8;0.113;-7.131;0;0.307;0.79;Hip-Hop
61;0.0881;0.855;223293;0.680999999999999;0.0000037;5;0.0592;-4.955;1;0.0688;0.908;Hip-Hop
57;0.0339;0.827;-1;0.342999999999999;0;4;0.106;-11.113;1;0.131;0.501;Hip-Hop
48;0.0579999999999999;0.502;166903;0.86;0;0;0.322999999999999;-3.984;1;0.302;0.515;Hip-Hop
59;0.0649;0.831;195800;0.742;0;11;0.0744;-6.736;0;0.153;0.712;Hip-Hop
51;0.241;0.488;266733;0.905;0;10;0.305;-4.21;1;0.333999999999999;0.674;Hip-Hop
58;0.304;0.741;173731;0.402;0;3;0.0869;-8.93;0;0.0888;0.258;Hip-Hop
60;0.267;0.699;278402;0.691;0;2;0.283;-5.813;1;0.31;0.618;Hip-Hop
73;0.789;0.675;189867;0.588;0;11;0.95;-7.16799999999999;1;0.177;0.879;Hip-Hop
53;0.0158;0.83;169493;0.405;0.00000861;4;0.241;-8.484;1;0.411;0.188;Hip-Hop
63;0.326;0.800999999999999;218673;0.780999999999999;0;1;0.191;-6.175;0;0.346;0.667;Hip-Hop
48;0.414;0.548999999999999;297279;0.61;0;3;0.222;-7.734;0;0.366;0.467;Hip-Hop
